sample_id,source,is_synthetic,slide_filename,page_number,topic_hint,intent,user_id,conversation_id,question,tutor_answer,created_at
SYN-SLIDE-0050,synthetic_slide,true,d1-slide-hackathon.pdf,17,2020 GPT 3 175 tỷ một bác sĩ đa năng mọi token đều đi,why,SYN-U050,SYN-C017,Vì sao phần “2020 GPT 3 175 tỷ một bác sĩ đa năng mọi token đều đi” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 17 nêu: 2020 GPT 3 175 tỷ một ""bác sĩ đa năng"" — mọi token đều đi qua toàn bộ khớp nối (dense) 2026 Kimi K3 2.800 tỷ một ""bệnh viện đa khoa"" — mỗi token chỉ gọi vài chuyên gia MoE compute / dữ liệu (thang log) → test loss ↓ Luật chơi 2020 2024: cứ thêm compute + dữ liệu là model khôn lên một cách dự đoán được (scaling law, Kaplan et al. 2020 Tham số (parameter): những ""khớp nối"" model học được Sau khi luyện xong, những gì model ""biết"" nằm trong các con số cố định bên trong gọi là tham số — hãy hình dung",2026-07-29T03:30:00+00:00
SYN-SLIDE-0051,synthetic_slide,true,d1-slide-hackathon.pdf,17,2020 GPT 3 175 tỷ một bác sĩ đa năng mọi token đều đi,apply,SYN-U051,SYN-C017,Cho mình một cách áp dụng hoặc ghi nhớ phần “2020 GPT 3 175 tỷ một bác sĩ đa năng mọi token đều đi”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 17: 2020 GPT 3 175 tỷ một ""bác sĩ đa năng"" — mọi token đều đi qua toàn bộ khớp nối (dense) 2026 Kimi K3 2.800 tỷ một ""bệnh viện đa khoa"" — mỗi token chỉ gọi vài chuyên gia MoE compute / dữ liệu (thang log) → test loss ↓ Luật chơi 2020 2024: cứ thêm compute + dữ liệu là model khôn lên một cách dự đoán được (scaling law, Kaplan et al. 2020 Tham số (parameter): những ""khớp nối"" model học được Sau khi luyện xong, những gì model ""biết"" nằm trong các con số cố định bên trong gọi là tham số — hãy hình dung",2026-07-29T03:33:00+00:00
SYN-SLIDE-0052,synthetic_slide,true,d1-slide-hackathon.pdf,18,LLM được tạo ra như thế nào đọc nhiều được chỉ được uốn nắn,explain,SYN-U052,SYN-C018,Bạn giải thích ngắn gọn nội dung chính về “LLM được tạo ra như thế nào đọc nhiều được chỉ được uốn nắn” được không?,"Trang 18 trình bày trọng tâm về LLM được tạo ra như thế nào đọc nhiều được chỉ được uốn nắn. Dựa trên slide: LLM được tạo ra như thế nào? — đọc nhiều, được chỉ, được uốn nắn, luyện đề ① Pre-training — ""đọc cả thư viện"": học tiếng nói và kiến thức từ hàng nghìn tỷ token. ② SFT — ""được chỉ cách trả lời"": học theo ví dụ mẫu để ra dáng trợ lý. ③ RLHF/DPO — ""được uốn nắn"": học theo phản hồi con người, an toàn và dễ chịu hơn. ④ Luyện suy luận — ""giải đề tự chấm"" (từ 2025 luyện toán/code có đáp án kiểm chứng được → model biết làm nháp trước khi trả lời. Đọc vạn cuốn sách chưa chắc biết trả lời phỏng vấn — đó là lý do cần bước ②,",2026-07-29T03:36:00+00:00
SYN-SLIDE-0053,synthetic_slide,true,d1-slide-hackathon.pdf,18,LLM được tạo ra như thế nào đọc nhiều được chỉ được uốn nắn,why,SYN-U053,SYN-C018,Vì sao phần “LLM được tạo ra như thế nào đọc nhiều được chỉ được uốn nắn” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 18 nêu: LLM được tạo ra như thế nào? — đọc nhiều, được chỉ, được uốn nắn, luyện đề ① Pre-training — ""đọc cả thư viện"": học tiếng nói và kiến thức từ hàng nghìn tỷ token. ② SFT — ""được chỉ cách trả lời"": học theo ví dụ mẫu để ra dáng trợ lý. ③ RLHF/DPO — ""được uốn nắn"": học theo phản hồi con người, an toàn và dễ chịu hơn. ④ Luyện suy luận — ""giải đề tự chấm"" (từ 2025 luyện toán/code có đáp án kiểm chứng được → model biết làm nháp trước khi trả lời. Đọc vạn cuốn sách chưa chắc biết trả lời phỏng vấn — đó ",2026-07-29T03:39:00+00:00
SYN-SLIDE-0054,synthetic_slide,true,d1-slide-hackathon.pdf,18,LLM được tạo ra như thế nào đọc nhiều được chỉ được uốn nắn,apply,SYN-U054,SYN-C018,Cho mình một cách áp dụng hoặc ghi nhớ phần “LLM được tạo ra như thế nào đọc nhiều được chỉ được uốn nắn”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 18: LLM được tạo ra như thế nào? — đọc nhiều, được chỉ, được uốn nắn, luyện đề ① Pre-training — ""đọc cả thư viện"": học tiếng nói và kiến thức từ hàng nghìn tỷ token. ② SFT — ""được chỉ cách trả lời"": học theo ví dụ mẫu để ra dáng trợ lý. ③ RLHF/DPO — ""được uốn nắn"": học theo phản hồi con người, an toàn và dễ chịu hơn. ④ Luyện suy luận — ""giải đề tự chấm"" (từ 2025 luyện toán/code có đáp án kiểm chứng được → model biết làm nháp trước khi trả lời. Đọc vạn cuốn sách chưa chắc biết trả lời phỏng vấn — đó ",2026-07-29T03:42:00+00:00
SYN-SLIDE-0055,synthetic_slide,true,d1-slide-hackathon.pdf,19,RLHF ba bước uốn cỗ máy đoán token thành trợ lý biết nghe lời,explain,SYN-U055,SYN-C019,Bạn giải thích ngắn gọn nội dung chính về “RLHF ba bước uốn cỗ máy đoán token thành trợ lý biết nghe lời” được không?,Trang 19 trình bày trọng tâm về RLHF ba bước uốn cỗ máy đoán token thành trợ lý biết nghe lời. Dựa trên slide: RLHF: ba bước uốn cỗ máy đoán token thành trợ lý biết nghe lời ① Model viết nhiều câu trả lời «Cùng một câu hỏi» ↓ LLM Trả lời A Trả lời B Trả lời C Trả lời D ② Người chấm xếp hạng Trả lời B 1 Trả lời D 2 Trả lời A 3 Trả lời C 4 ↓ REWARD MODEL máy chấm điểm thay người ③ Huấn luyện theo điểm LLM ↓ câu trả lời vừa viết ↓ điểm: 9.2 / 10tăng xác suất câu ghi điểm cao lặp lại hàng nghìn lần → model dần “biết nghe lờiˮ Cỗ máy đoán token + điểm xếp hạng của con người → trợ lý helpful · harmless · honest Ouyang et al. 2022,2026-07-29T03:45:00+00:00
SYN-SLIDE-0056,synthetic_slide,true,d1-slide-hackathon.pdf,19,RLHF ba bước uốn cỗ máy đoán token thành trợ lý biết nghe lời,why,SYN-U056,SYN-C019,Vì sao phần “RLHF ba bước uốn cỗ máy đoán token thành trợ lý biết nghe lời” quan trọng khi xây dựng sản phẩm AI?,Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 19 nêu: RLHF: ba bước uốn cỗ máy đoán token thành trợ lý biết nghe lời ① Model viết nhiều câu trả lời «Cùng một câu hỏi» ↓ LLM Trả lời A Trả lời B Trả lời C Trả lời D ② Người chấm xếp hạng Trả lời B 1 Trả lời D 2 Trả lời A 3 Trả lời C 4 ↓ REWARD MODEL máy chấm điểm thay người ③ Huấn luyện theo điểm LLM ↓ câu trả lời vừa viết ↓ điểm: 9.2 / 10tăng xác suất câu ghi điểm cao lặp lại hàng nghìn lần → model dần “biết nghe lờiˮ Cỗ máy đoán token + điểm xếp hạng của con người → trợ lý helpful · harmless · hones,2026-07-29T03:48:00+00:00
SYN-SLIDE-0057,synthetic_slide,true,d1-slide-hackathon.pdf,19,RLHF ba bước uốn cỗ máy đoán token thành trợ lý biết nghe lời,apply,SYN-U057,SYN-C019,Cho mình một cách áp dụng hoặc ghi nhớ phần “RLHF ba bước uốn cỗ máy đoán token thành trợ lý biết nghe lời”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 19: RLHF: ba bước uốn cỗ máy đoán token thành trợ lý biết nghe lời ① Model viết nhiều câu trả lời «Cùng một câu hỏi» ↓ LLM Trả lời A Trả lời B Trả lời C Trả lời D ② Người chấm xếp hạng Trả lời B 1 Trả lời D 2 Trả lời A 3 Trả lời C 4 ↓ REWARD MODEL máy chấm điểm thay người ③ Huấn luyện theo điểm LLM ↓ câu trả lời vừa viết ↓ điểm: 9.2 / 10tăng xác suất câu ghi điểm cao lặp lại hàng nghìn lần → model dần “biết nghe lờiˮ Cỗ máy đoán token + điểm xếp hạng của con người → trợ lý helpful · harmless · hones",2026-07-29T03:51:00+00:00
SYN-SLIDE-0058,synthetic_slide,true,d1-slide-hackathon.pdf,20,Bong bóng thời gian Model bị đóng băng tại ngày ngừng đọc. Chuyện sau,explain,SYN-U058,SYN-C020,Bạn giải thích ngắn gọn nội dung chính về “Bong bóng thời gian Model bị đóng băng tại ngày ngừng đọc. Chuyện sau” được không?,"Trang 20 trình bày trọng tâm về Bong bóng thời gian Model bị đóng băng tại ngày ngừng đọc. Chuyện sau. Dựa trên slide: Bong bóng thời gian Model bị ""đóng băng"" tại ngày ngừng đọc. Chuyện sau đó nó không biết — trừ khi bạn cung cấp thêm (knowledge cutoff). Nói chắc như đúng rồi Model tối ưu cho câu nghe hợp lý, không phải tra sự thật — nên có thể tự tin mà sai (hallucination). Bàn làm việc có hạn Context có trần; quá dài vừa tốn tiền vừa dễ bỏ sót thông tin ở giữa. ""Why does it work? We don't know — a lot here are intuitions, not theorems or truths."" — Łukasz Kaiser, đồng tác giả ""Attention Is All You Need"" OpenAI Giới hạn bẩm sinh:",2026-07-29T03:54:00+00:00
SYN-SLIDE-0059,synthetic_slide,true,d1-slide-hackathon.pdf,20,Bong bóng thời gian Model bị đóng băng tại ngày ngừng đọc. Chuyện sau,why,SYN-U059,SYN-C020,Vì sao phần “Bong bóng thời gian Model bị đóng băng tại ngày ngừng đọc. Chuyện sau” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 20 nêu: Bong bóng thời gian Model bị ""đóng băng"" tại ngày ngừng đọc. Chuyện sau đó nó không biết — trừ khi bạn cung cấp thêm (knowledge cutoff). Nói chắc như đúng rồi Model tối ưu cho câu nghe hợp lý, không phải tra sự thật — nên có thể tự tin mà sai (hallucination). Bàn làm việc có hạn Context có trần; quá dài vừa tốn tiền vừa dễ bỏ sót thông tin ở giữa. ""Why does it work? We don't know — a lot here are intuitions, not theorems or truths."" — Łukasz Kaiser, đồng tác giả ""Attention Is All You Need"" OpenA",2026-07-29T03:57:00+00:00
SYN-SLIDE-0060,synthetic_slide,true,d1-slide-hackathon.pdf,20,Bong bóng thời gian Model bị đóng băng tại ngày ngừng đọc. Chuyện sau,apply,SYN-U060,SYN-C020,Cho mình một cách áp dụng hoặc ghi nhớ phần “Bong bóng thời gian Model bị đóng băng tại ngày ngừng đọc. Chuyện sau”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 20: Bong bóng thời gian Model bị ""đóng băng"" tại ngày ngừng đọc. Chuyện sau đó nó không biết — trừ khi bạn cung cấp thêm (knowledge cutoff). Nói chắc như đúng rồi Model tối ưu cho câu nghe hợp lý, không phải tra sự thật — nên có thể tự tin mà sai (hallucination). Bàn làm việc có hạn Context có trần; quá dài vừa tốn tiền vừa dễ bỏ sót thông tin ở giữa. ""Why does it work? We don't know — a lot here are intuitions, not theorems or truths."" — Łukasz Kaiser, đồng tác giả ""Attention Is All You Need"" OpenA",2026-07-29T04:00:00+00:00
SYN-SLIDE-0061,synthetic_slide,true,d1-slide-hackathon.pdf,21,1 Phân loại spam Model thực chất đã học đếm số hyperlink trong emailˮ,explain,SYN-U001,SYN-C021,Bạn giải thích ngắn gọn nội dung chính về “1 Phân loại spam Model thực chất đã học đếm số hyperlink trong emailˮ” được không?,"Trang 21 trình bày trọng tâm về 1 Phân loại spam Model thực chất đã học đếm số hyperlink trong emailˮ. Dựa trên slide: 1 Phân loại spam Model thực chất đã học: “đếm số hyperlink trong emailˮ Email sạch nhưng nhiều link → vẫn bị gán spam 2 Câu chủ quan vs khách quan Model thực chất đã học: “có phải câu trích từ film review khôngˮ Ăn gian bằng nguồn gốc câu, không phải nội dung câu 3 Suy luận ngôn ngữ MNLI Model thực chất đã học: “câu có động từ phủ địnhˮ Đổi cấu trúc dữ liệu test là điểm tụt ngay Ba “đường tắtˮ (spurious cues) trên do chính LLM tự động phát hiện và mô tả bằng ngôn ngữ tự nhiên — trên quy mô 675 bài toán thật của ben",2026-07-29T04:03:00+00:00
SYN-SLIDE-0062,synthetic_slide,true,d1-slide-hackathon.pdf,21,1 Phân loại spam Model thực chất đã học đếm số hyperlink trong emailˮ,why,SYN-U002,SYN-C021,Vì sao phần “1 Phân loại spam Model thực chất đã học đếm số hyperlink trong emailˮ” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 21 nêu: 1 Phân loại spam Model thực chất đã học: “đếm số hyperlink trong emailˮ Email sạch nhưng nhiều link → vẫn bị gán spam 2 Câu chủ quan vs khách quan Model thực chất đã học: “có phải câu trích từ film review khôngˮ Ăn gian bằng nguồn gốc câu, không phải nội dung câu 3 Suy luận ngôn ngữ MNLI Model thực chất đã học: “câu có động từ phủ địnhˮ Đổi cấu trúc dữ liệu test là điểm tụt ngay Ba “đường tắtˮ (spurious cues) trên do chính LLM tự động phát hiện và mô tả bằng ngôn ngữ tự nhiên — trên quy mô 675 b",2026-07-29T04:06:00+00:00
SYN-SLIDE-0063,synthetic_slide,true,d1-slide-hackathon.pdf,21,1 Phân loại spam Model thực chất đã học đếm số hyperlink trong emailˮ,apply,SYN-U003,SYN-C021,Cho mình một cách áp dụng hoặc ghi nhớ phần “1 Phân loại spam Model thực chất đã học đếm số hyperlink trong emailˮ”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 21: 1 Phân loại spam Model thực chất đã học: “đếm số hyperlink trong emailˮ Email sạch nhưng nhiều link → vẫn bị gán spam 2 Câu chủ quan vs khách quan Model thực chất đã học: “có phải câu trích từ film review khôngˮ Ăn gian bằng nguồn gốc câu, không phải nội dung câu 3 Suy luận ngôn ngữ MNLI Model thực chất đã học: “câu có động từ phủ địnhˮ Đổi cấu trúc dữ liệu test là điểm tụt ngay Ba “đường tắtˮ (spurious cues) trên do chính LLM tự động phát hiện và mô tả bằng ngôn ngữ tự nhiên — trên quy mô 675 b",2026-07-29T04:09:00+00:00
SYN-SLIDE-0064,synthetic_slide,true,d1-slide-hackathon.pdf,22,Bài toán Có 5 quả bóng tennis. Mua thêm 2 hộp mỗi hộp 3,explain,SYN-U004,SYN-C022,Bạn giải thích ngắn gọn nội dung chính về “Bài toán Có 5 quả bóng tennis. Mua thêm 2 hộp mỗi hộp 3” được không?,"Trang 22 trình bày trọng tâm về Bài toán Có 5 quả bóng tennis. Mua thêm 2 hộp mỗi hộp 3. Dựa trên slide: Bài toán: ""Có 5 quả bóng tennis. Mua thêm 2 hộp, mỗi hộp 3 quả. Hỏi tổng cộng có bao nhiêu quả?"" Không có nháp — trả lời ngay Model đọc câu hỏi → bật ra đáp án ngay: ""Đáp án là 27 quả."" ✗ SAI Có giấy nháp — ""hãy nghĩ từng bước"" ""Bắt đầu có 5 quả. Mỗi hộp 3 quả × 2 hộp = 6 quả. 5 + 6 = 11. Đáp án là 11 quả."" ✓ ĐÚNG Chain-of-Thought: chỉ thêm ""giấy nháp"", từ sai thành đúng Cùng một model, cùng một câu hỏi — cho nó được viết nháp từng bước, bản chất suy luận lộ ra Wei et al. 2022 , “Chain-of-Thought Prompting Elicits ",2026-07-29T04:12:00+00:00
SYN-SLIDE-0065,synthetic_slide,true,d1-slide-hackathon.pdf,22,Bài toán Có 5 quả bóng tennis. Mua thêm 2 hộp mỗi hộp 3,why,SYN-U005,SYN-C022,Vì sao phần “Bài toán Có 5 quả bóng tennis. Mua thêm 2 hộp mỗi hộp 3” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 22 nêu: Bài toán: ""Có 5 quả bóng tennis. Mua thêm 2 hộp, mỗi hộp 3 quả. Hỏi tổng cộng có bao nhiêu quả?"" Không có nháp — trả lời ngay Model đọc câu hỏi → bật ra đáp án ngay: ""Đáp án là 27 quả."" ✗ SAI Có giấy nháp — ""hãy nghĩ từng bước"" ""Bắt đầu có 5 quả. Mỗi hộp 3 quả × 2 hộp = 6 quả. 5 + 6 = 11. Đáp án là 11 quả."" ✓ ĐÚNG Chain-of-Thought: chỉ thêm ""giấy nháp"", từ sai thành đúng Cùng một model, cùng một câu hỏi — cho nó được viết nháp từng bước, bản chất suy luận lộ ra Wei et al. 2022 , “Chain-of-Though",2026-07-29T04:15:00+00:00
SYN-SLIDE-0066,synthetic_slide,true,d1-slide-hackathon.pdf,22,Bài toán Có 5 quả bóng tennis. Mua thêm 2 hộp mỗi hộp 3,apply,SYN-U006,SYN-C022,Cho mình một cách áp dụng hoặc ghi nhớ phần “Bài toán Có 5 quả bóng tennis. Mua thêm 2 hộp mỗi hộp 3”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 22: Bài toán: ""Có 5 quả bóng tennis. Mua thêm 2 hộp, mỗi hộp 3 quả. Hỏi tổng cộng có bao nhiêu quả?"" Không có nháp — trả lời ngay Model đọc câu hỏi → bật ra đáp án ngay: ""Đáp án là 27 quả."" ✗ SAI Có giấy nháp — ""hãy nghĩ từng bước"" ""Bắt đầu có 5 quả. Mỗi hộp 3 quả × 2 hộp = 6 quả. 5 + 6 = 11. Đáp án là 11 quả."" ✓ ĐÚNG Chain-of-Thought: chỉ thêm ""giấy nháp"", từ sai thành đúng Cùng một model, cùng một câu hỏi — cho nó được viết nháp từng bước, bản chất suy luận lộ ra Wei et al. 2022 , “Chain-of-Though",2026-07-29T04:18:00+00:00
SYN-SLIDE-0067,synthetic_slide,true,d1-slide-hackathon.pdf,23,Từ LLM đến agent bốn mức độ mỗi bậc thêm một năng lực LEVEL,explain,SYN-U007,SYN-C023,Bạn giải thích ngắn gọn nội dung chính về “Từ LLM đến agent bốn mức độ mỗi bậc thêm một năng lực LEVEL” được không?,"Trang 23 trình bày trọng tâm về Từ LLM đến agent bốn mức độ mỗi bậc thêm một năng lực LEVEL. Dựa trên slide: Từ LLM đến agent: bốn mức độ — mỗi bậc thêm một năng lực LEVEL 0 Bộ não suy luận LLM trần — không công cụ, không dữ liệu mới LEVEL 1 Có kết nối + tools: search web, đọc database, gọi API — vượt khỏi bong bóng thời gian LEVEL 2 Biết lập kế hoạch + tự chia mục tiêu thành nhiều bước, dùng nhiều tool nối tiếp, tự kiểm tra kết quả từng bước LEVEL 3 Đội agent phối hợp + nhiều agent chuyên biệt chia việc như một đội ngũ (multi- agent) mức tự chủ & tác động thật tăng dần → Agent không phải “một loại model khácˮ — đó là LLM",2026-07-29T04:21:00+00:00
SYN-SLIDE-0068,synthetic_slide,true,d1-slide-hackathon.pdf,23,Từ LLM đến agent bốn mức độ mỗi bậc thêm một năng lực LEVEL,why,SYN-U008,SYN-C023,Vì sao phần “Từ LLM đến agent bốn mức độ mỗi bậc thêm một năng lực LEVEL” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 23 nêu: Từ LLM đến agent: bốn mức độ — mỗi bậc thêm một năng lực LEVEL 0 Bộ não suy luận LLM trần — không công cụ, không dữ liệu mới LEVEL 1 Có kết nối + tools: search web, đọc database, gọi API — vượt khỏi bong bóng thời gian LEVEL 2 Biết lập kế hoạch + tự chia mục tiêu thành nhiều bước, dùng nhiều tool nối tiếp, tự kiểm tra kết quả từng bước LEVEL 3 Đội agent phối hợp + nhiều agent chuyên biệt chia việc như một đội ngũ (multi- agent) mức tự chủ & tác động thật tăng dần → Agent không phải “một loại mod",2026-07-29T04:24:00+00:00
SYN-SLIDE-0069,synthetic_slide,true,d1-slide-hackathon.pdf,23,Từ LLM đến agent bốn mức độ mỗi bậc thêm một năng lực LEVEL,apply,SYN-U009,SYN-C023,Cho mình một cách áp dụng hoặc ghi nhớ phần “Từ LLM đến agent bốn mức độ mỗi bậc thêm một năng lực LEVEL”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 23: Từ LLM đến agent: bốn mức độ — mỗi bậc thêm một năng lực LEVEL 0 Bộ não suy luận LLM trần — không công cụ, không dữ liệu mới LEVEL 1 Có kết nối + tools: search web, đọc database, gọi API — vượt khỏi bong bóng thời gian LEVEL 2 Biết lập kế hoạch + tự chia mục tiêu thành nhiều bước, dùng nhiều tool nối tiếp, tự kiểm tra kết quả từng bước LEVEL 3 Đội agent phối hợp + nhiều agent chuyên biệt chia việc như một đội ngũ (multi- agent) mức tự chủ & tác động thật tăng dần → Agent không phải “một loại mod",2026-07-29T04:27:00+00:00
SYN-SLIDE-0070,synthetic_slide,true,d1-slide-hackathon.pdf,24,Giải phẫu một agent 5 bộ phận là một vòng lặp vòng lặp agent,explain,SYN-U010,SYN-C024,Bạn giải thích ngắn gọn nội dung chính về “Giải phẫu một agent 5 bộ phận là một vòng lặp vòng lặp agent” được không?,Trang 24 trình bày trọng tâm về Giải phẫu một agent 5 bộ phận là một vòng lặp vòng lặp agent. Dựa trên slide: Giải phẫu một agent: 5 bộ phận là một vòng lặp vòng lặp agent ① Goal mục tiêu cần đạt ② Reasoning bộ não LLM chia bước ③ Tools search · API · database · code ④ Action hành động ra đời thật Memory sổ tay ghi nhớ các bước Agent = Goal + Reasoning + Tools + Memory + Action — chạy thành vòng lặp cho tới khi xong việc quan sát kết quả → lặp lại ghi / đọc AI IN ACTION - HACKATHON,2026-07-29T04:30:00+00:00
SYN-SLIDE-0071,synthetic_slide,true,d1-slide-hackathon.pdf,24,Giải phẫu một agent 5 bộ phận là một vòng lặp vòng lặp agent,why,SYN-U011,SYN-C024,Vì sao phần “Giải phẫu một agent 5 bộ phận là một vòng lặp vòng lặp agent” quan trọng khi xây dựng sản phẩm AI?,Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 24 nêu: Giải phẫu một agent: 5 bộ phận là một vòng lặp vòng lặp agent ① Goal mục tiêu cần đạt ② Reasoning bộ não LLM chia bước ③ Tools search · API · database · code ④ Action hành động ra đời thật Memory sổ tay ghi nhớ các bước Agent = Goal + Reasoning + Tools + Memory + Action — chạy thành vòng lặp cho tới khi xong việc quan sát kết quả → lặp lại ghi / đọc AI IN ACTION - HACKATHON,2026-07-29T04:33:00+00:00
SYN-SLIDE-0072,synthetic_slide,true,d1-slide-hackathon.pdf,24,Giải phẫu một agent 5 bộ phận là một vòng lặp vòng lặp agent,apply,SYN-U012,SYN-C024,Cho mình một cách áp dụng hoặc ghi nhớ phần “Giải phẫu một agent 5 bộ phận là một vòng lặp vòng lặp agent”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 24: Giải phẫu một agent: 5 bộ phận là một vòng lặp vòng lặp agent ① Goal mục tiêu cần đạt ② Reasoning bộ não LLM chia bước ③ Tools search · API · database · code ④ Action hành động ra đời thật Memory sổ tay ghi nhớ các bước Agent = Goal + Reasoning + Tools + Memory + Action — chạy thành vòng lặp cho tới khi xong việc quan sát kết quả → lặp lại ghi / đọc AI IN ACTION - HACKATHON",2026-07-29T04:36:00+00:00
SYN-SLIDE-0073,synthetic_slide,true,d1-slide-hackathon.pdf,25,Cùng một mức năng lực giá rơi khoảng 10 lần mỗi năm Việc năm,explain,SYN-U013,SYN-C025,Bạn giải thích ngắn gọn nội dung chính về “Cùng một mức năng lực giá rơi khoảng 10 lần mỗi năm Việc năm” được không?,"Trang 25 trình bày trọng tâm về Cùng một mức năng lực giá rơi khoảng 10 lần mỗi năm Việc năm. Dựa trên slide: Cùng một mức năng lực, giá rơi khoảng 10 lần mỗi năm Việc năm ngoái phải dùng model đắt nhất — năm nay model rẻ đã làm được Tổng hợp từ bảng giá các nhà cung cấp, 2023 2026. AI IN ACTION - HACKATHON",2026-07-29T04:39:00+00:00
SYN-SLIDE-0074,synthetic_slide,true,d1-slide-hackathon.pdf,25,Cùng một mức năng lực giá rơi khoảng 10 lần mỗi năm Việc năm,why,SYN-U014,SYN-C025,Vì sao phần “Cùng một mức năng lực giá rơi khoảng 10 lần mỗi năm Việc năm” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 25 nêu: Cùng một mức năng lực, giá rơi khoảng 10 lần mỗi năm Việc năm ngoái phải dùng model đắt nhất — năm nay model rẻ đã làm được Tổng hợp từ bảng giá các nhà cung cấp, 2023 2026. AI IN ACTION - HACKATHON",2026-07-29T04:42:00+00:00
SYN-SLIDE-0075,synthetic_slide,true,d1-slide-hackathon.pdf,25,Cùng một mức năng lực giá rơi khoảng 10 lần mỗi năm Việc năm,apply,SYN-U015,SYN-C025,Cho mình một cách áp dụng hoặc ghi nhớ phần “Cùng một mức năng lực giá rơi khoảng 10 lần mỗi năm Việc năm”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 25: Cùng một mức năng lực, giá rơi khoảng 10 lần mỗi năm Việc năm ngoái phải dùng model đắt nhất — năm nay model rẻ đã làm được Tổng hợp từ bảng giá các nhà cung cấp, 2023 2026. AI IN ACTION - HACKATHON",2026-07-29T04:45:00+00:00
SYN-SLIDE-0076,synthetic_slide,true,d1-slide-hackathon.pdf,26,Chọn model theo TẦNG không chọn theo tên VIỆC CỦA BẠN TẦNG MODEL Hai,explain,SYN-U016,SYN-C026,Bạn giải thích ngắn gọn nội dung chính về “Chọn model theo TẦNG không chọn theo tên VIỆC CỦA BẠN TẦNG MODEL Hai” được không?,"Trang 26 trình bày trọng tâm về Chọn model theo TẦNG không chọn theo tên VIỆC CỦA BẠN TẦNG MODEL Hai. Dựa trên slide: Chọn model theo TẦNG, không chọn theo tên VIỆC CỦA BẠN TẦNG MODEL Hai lỗi đối xứng: ✗ việc đơn giản mà gọi frontier → phí tiền ✗ việc khó mà cố dùng rẻ → kết quả tệ Việc đơn giản, khối lượng lớn phân loại · trích xuất · tóm tắt ngắn Việc hàng ngày viết · code · phân tích công việc · automation Việc khó nhất suy luận nhiều bước · code phức tạp · tài liệu dài · độ tin cậy cao Việc cần kiểm soát dữ liệu nhạy cảm · chi phí ở quy mô lớn TẦNG 1 — FRONTIER ĐÓNG Fable 5 · GPT 5.6 Sol · Opus 4.8 đắt nhất — chỉ trả cho việc ",2026-07-29T04:48:00+00:00
